B_COUNTRY_ALPHA,A_YEAR,G_TOWNSIZE,H_URBRURAL,Q51,Q53,Q55,County Name,World Region
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,2,1,1,Egypt,Africa
EGY,2018,8,1,2,1,1,Egypt,Africa
EGY,2018,8,1,2,2,2,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,3,2,4,Egypt,Africa
EGY,2018,8,1,2,2,4,Egypt,Africa
EGY,2018,8,1,2,3,3,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,1,2,2,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,4,2,2,Egypt,Africa
EGY,2018,8,1,2,1,2,Egypt,Africa
EGY,2018,8,1,3,2,3,Egypt,Africa
EGY,2018,8,1,2,2,4,Egypt,Africa
EGY,2018,8,1,2,2,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,2,3,4,Egypt,Africa
EGY,2018,8,1,2,2,3,Egypt,Africa
EGY,2018,8,1,2,2,2,Egypt,Africa
EGY,2018,8,1,2,3,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,2,4,4,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,3,2,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,3,2,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,2,2,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,3,2,3,Egypt,Africa
EGY,2018,8,1,3,3,4,Egypt,Africa
EGY,2018,8,1,3,3,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,3,4,4,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,2,2,3,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,3,2,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,3,2,3,Egypt,Africa
EGY,2018,8,1,3,3,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,3,3,3,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,2,2,2,Egypt,Africa
EGY,2018,8,1,2,2,4,Egypt,Africa
EGY,2018,8,1,2,2,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,6,2,4,4,4,Egypt,Africa
EGY,2018,6,2,3,3,4,Egypt,Africa
EGY,2018,6,2,4,2,4,Egypt,Africa
EGY,2018,6,2,4,2,3,Egypt,Africa
EGY,2018,6,2,3,3,3,Egypt,Africa
EGY,2018,6,2,3,3,3,Egypt,Africa
EGY,2018,6,2,4,4,4,Egypt,Africa
EGY,2018,6,2,2,1,1,Egypt,Africa
EGY,2018,3,2,3,3,3,Egypt,Africa
EGY,2018,3,2,3,1,3,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,3,4,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,7,1,4,3,3,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,3,4,4,Egypt,Africa
EGY,2018,7,1,3,2,3,Egypt,Africa
EGY,2018,7,1,3,3,3,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,4,2,3,3,4,Egypt,Africa
EGY,2018,4,2,2,2,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,3,2,3,Egypt,Africa
EGY,2018,4,2,3,2,3,Egypt,Africa
EGY,2018,4,2,2,2,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,3,3,3,Egypt,Africa
EGY,2018,4,2,3,3,3,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,2,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,3,3,3,Egypt,Africa
EGY,2018,5,2,3,3,3,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,3,3,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,3,3,3,Egypt,Africa
EGY,2018,4,2,3,3,3,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,3,3,4,Egypt,Africa
EGY,2018,6,1,3,3,3,Egypt,Africa
EGY,2018,6,1,3,3,3,Egypt,Africa
EGY,2018,6,1,4,2,4,Egypt,Africa
EGY,2018,6,1,3,4,4,Egypt,Africa
EGY,2018,6,1,4,4,3,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,3,2,3,3,3,Egypt,Africa
EGY,2018,3,2,3,3,3,Egypt,Africa
EGY,2018,3,2,3,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,3,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,3,4,4,Egypt,Africa
EGY,2018,4,2,2,2,3,Egypt,Africa
EGY,2018,4,2,2,2,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,3,3,4,Egypt,Africa
EGY,2018,4,2,3,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,2,2,2,Egypt,Africa
EGY,2018,4,2,3,3,3,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,3,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,3,3,4,Egypt,Africa
EGY,2018,3,2,2,2,3,Egypt,Africa
EGY,2018,3,2,3,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,3,2,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,3,2,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,6,1,4,3,3,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,2,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,3,4,Egypt,Africa
EGY,2018,6,1,4,3,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,3,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,2,3,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,2,3,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,6,1,4,3,3,Egypt,Africa
EGY,2018,6,1,4,3,3,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,6,1,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,2,3,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,2,3,Egypt,Africa
EGY,2018,5,2,4,3,2,Egypt,Africa
EGY,2018,5,2,4,4,3,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,2,4,Egypt,Africa
EGY,2018,2,2,4,2,4,Egypt,Africa
EGY,2018,2,2,4,3,4,Egypt,Africa
EGY,2018,2,2,4,3,4,Egypt,Africa
EGY,2018,2,2,4,3,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,3,3,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,2,3,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,3,2,3,Egypt,Africa
EGY,2018,5,2,4,3,3,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,3,2,3,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,3,2,3,3,3,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,2,2,2,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,2,3,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,4,2,1,1,1,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,4,2,3,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,5,1,4,3,4,Egypt,Africa
EGY,2018,5,1,4,2,4,Egypt,Africa
EGY,2018,5,1,4,4,4,Egypt,Africa
EGY,2018,5,1,4,4,4,Egypt,Africa
EGY,2018,5,1,4,4,4,Egypt,Africa
EGY,2018,5,1,4,2,4,Egypt,Africa
EGY,2018,5,1,4,4,4,Egypt,Africa
EGY,2018,5,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,2,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,2,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,2,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,6,2,4,4,4,Egypt,Africa
EGY,2018,6,2,4,4,4,Egypt,Africa
EGY,2018,6,2,4,3,4,Egypt,Africa
EGY,2018,6,2,4,4,4,Egypt,Africa
EGY,2018,6,2,4,3,4,Egypt,Africa
EGY,2018,6,2,4,3,4,Egypt,Africa
EGY,2018,6,2,4,4,4,Egypt,Africa
EGY,2018,6,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,3,2,4,4,2,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,3,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,4,4,Egypt,Africa
EGY,2018,2,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,4,2,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,3,3,4,Egypt,Africa
EGY,2018,7,1,4,2,4,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,7,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,2,1,4,Egypt,Africa
EGY,2018,8,1,2,1,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,3,2,4,Egypt,Africa
EGY,2018,8,1,2,1,1,Egypt,Africa
EGY,2018,8,1,2,1,4,Egypt,Africa
EGY,2018,8,1,2,2,2,Egypt,Africa
EGY,2018,8,1,3,1,4,Egypt,Africa
EGY,2018,8,1,2,2,4,Egypt,Africa
EGY,2018,8,1,2,2,3,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,1,1,4,Egypt,Africa
EGY,2018,4,2,1,1,4,Egypt,Africa
EGY,2018,4,2,4,1,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,3,2,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,6,2,2,2,4,Egypt,Africa
EGY,2018,6,2,1,3,4,Egypt,Africa
EGY,2018,6,2,2,1,4,Egypt,Africa
EGY,2018,6,2,2,2,4,Egypt,Africa
EGY,2018,6,2,2,1,1,Egypt,Africa
EGY,2018,6,2,4,4,4,Egypt,Africa
EGY,2018,6,2,3,1,4,Egypt,Africa
EGY,2018,6,2,3,1,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,3,2,4,Egypt,Africa
EGY,2018,8,1,2,1,2,Egypt,Africa
EGY,2018,8,1,4,1,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,1,1,2,Egypt,Africa
EGY,2018,8,1,3,4,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,1,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,1,1,4,Egypt,Africa
EGY,2018,5,2,1,1,4,Egypt,Africa
EGY,2018,5,2,3,2,2,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,3,2,4,Egypt,Africa
EGY,2018,3,2,4,3,4,Egypt,Africa
EGY,2018,3,2,2,1,4,Egypt,Africa
EGY,2018,3,2,1,1,4,Egypt,Africa
EGY,2018,3,2,4,3,3,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,2,3,4,Egypt,Africa
EGY,2018,8,1,1,3,2,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,1,1,4,Egypt,Africa
EGY,2018,5,2,3,2,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,2,1,4,Egypt,Africa
EGY,2018,5,2,3,1,2,Egypt,Africa
EGY,2018,5,2,4,1,4,Egypt,Africa
EGY,2018,5,2,3,2,4,Egypt,Africa
EGY,2018,5,2,2,2,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,4,4,4,Egypt,Africa
EGY,2018,8,1,4,3,4,Egypt,Africa
EGY,2018,8,1,3,1,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,4,2,4,Egypt,Africa
EGY,2018,8,1,3,1,4,Egypt,Africa
EGY,2018,4,2,2,1,4,Egypt,Africa
EGY,2018,4,2,2,1,4,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,3,3,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,3,4,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,4,2,1,1,4,Egypt,Africa
EGY,2018,4,2,1,1,4,Egypt,Africa
EGY,2018,4,2,2,4,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,3,1,4,Egypt,Africa
EGY,2018,4,2,2,1,4,Egypt,Africa
EGY,2018,4,2,2,1,4,Egypt,Africa
EGY,2018,4,2,2,1,4,Egypt,Africa
EGY,2018,5,2,4,1,4,Egypt,Africa
EGY,2018,5,2,3,1,4,Egypt,Africa
EGY,2018,5,2,1,1,4,Egypt,Africa
EGY,2018,5,2,4,2,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,4,4,Egypt,Africa
EGY,2018,5,2,4,1,4,Egypt,Africa
EGY,2018,5,2,4,3,4,Egypt,Africa
EGY,2018,4,2,4,3,4,Egypt,Africa
EGY,2018,4,2,3,2,4,Egypt,Africa
EGY,2018,4,2,4,1,4,Egypt,Africa
EGY,2018,4,2,3,1,4,Egypt,Africa
EGY,2018,4,2,3,2,2,Egypt,Africa
EGY,2018,4,2,4,2,4,Egypt,Africa
EGY,2018,4,2,2,2,4,Egypt,Africa
EGY,2018,4,2,4,4,4,Egypt,Africa
EGY,2018,3,2,4,1,4,Egypt,Africa
EGY,2018,3,2,3,1,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,3,2,3,2,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,3,2,3,3,4,Egypt,Africa
EGY,2018,3,2,2,2,4,Egypt,Africa
EGY,2018,3,2,4,2,4,Egypt,Africa
EGY,2018,7,1,3,3,4,Egypt,Africa
EGY,2018,7,1,2,2,3,Egypt,Africa
EGY,2018,7,1,2,1,4,Egypt,Africa
EGY,2018,7,1,2,1,4,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,7,1,2,2,4,Egypt,Africa
EGY,2018,7,1,4,3,4,Egypt,Africa
EGY,2018,7,1,3,2,3,Egypt,Africa
